video,school,stimulus,size,part,responder,bearing_angle_ms,latency_ms,distance_from_first_responder,distance_from_stimulus,angle_between_fish_and_stimulus,ratio_time_bearing_angle,angle_between_fish_and_stimulus_abs,angle_between_fish_stimulus_radiants,starting_angle,final_angle_DEG,turning_radius_degrees,turning_angle_radiants,turning_angle_absolute_value
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,s1,192,0,10.76022769,31.15468665,19.14812001,1.216290906,130.3456318,2.27496044,18.81438552,-138.7685297,-157.5829152,-2.750340716,157.5829152
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,s2,113,95.8,10.76022769,39.15973953,11.79465981,0.403377875,129.3787569,2.258085291,123.9117135,-154.9831065,-278.8948201,-4.867632877,278.8948201
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,s3,363,100,10.76022769,26.72197785,17.27747956,2.920383167,124.2244932,2.168126418,-4.277937555,-128.405485,-124.1275474,-2.166434395,124.1275474
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,s4,442,270.8,10.76022769,31.59216359,14.52085397,1.80286296,145.325723,2.536412355,95.55994726,-149.4207731,-244.9807204,-4.275720175,244.9807204
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,s5,329,275,10.76022769,41.10348039,28.97745503,1.127428421,164.6635081,2.873920375,114.9196644,-177.0426994,-291.9623638,-5.095704539,291.9623638
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,s6,408,383.3,10.76022769,21.59589776,21.50706861,16.19685519,138.6666978,2.42019044,-160.0385964,-134.8279411,25.2106553,0.440008942,25.2106553
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,s7,583,291.7,10.76022769,52.9604881,29.20499444,6.740094198,172.2439984,3.006224888,92.66300077,179.2097635,86.54676273,1.510525967,86.54676273
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,s8,283,604.2,10.76022769,38.23652835,55.15432259,31.01906924,134.8619381,2.353784856,128.0405779,137.1747441,9.134166186,0.159421274,9.134166186
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,s9,229,716.7,10.76022769,48.21994712,60.72272145,18.38146993,125.317649,2.187205586,165.6027618,153.1354963,-12.46726554,-0.217594832,12.46726554
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,w1,392,233.3,10.76022769,57.65650787,43.45603871,3.419586204,97.97109505,1.70991818,9.220824041,-105.3154512,-114.5362752,-1.999035116,114.5362752
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,w2,71,241.7,10.76022769,45.27566455,35.243022,1.263272066,179.5416435,3.133592824,104.1959897,160.2673105,56.07132085,0.978629165,56.07132085
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,w3,463,325,10.76022769,23.92704955,40.06611162,1.633051096,156.0018424,2.722745788,107.9930878,-175.2191161,-283.2122039,-4.942985441,283.2122039
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,w4,467,329.2,10.76022769,58.82519953,47.52968862,6.709646513,175.1669743,3.057240443,64.50577328,134.0573757,69.55160242,1.213904462,69.55160242
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,w5,608,337.5,10.76022769,42.74733676,49.47178994,6.610128537,167.2943044,2.919836432,82.30394828,174.334433,92.03048473,1.606234971,92.03048473
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,w6,363,420.8,10.76022769,62.41819366,54.39207755,1.629837246,142.743769,2.491348756,95.73249519,-126.6823508,-222.4148459,-3.881871367,222.4148459
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,w7,492,416.7,10.76022769,54.48710673,53.06293622,2.058302278,148.0039988,2.583157085,78.45582607,-160.4141747,-238.8700008,-4.169067998,238.8700008
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,w8,467,475,10.76022769,50.81512078,52.17156793,8.223295161,158.9258158,2.773778752,122.0956482,178.8449996,56.74935139,0.99046303,56.74935139
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,w9,454,483.3,10.76022769,46.88061433,47.29713733,12.72788736,155.177249,2.708353919,126.2425967,161.9253972,35.68280058,0.622782356,35.68280058
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,w10,483,516.7,10.76022769,59.24879239,58.3527977,1.789474581,160.7298949,2.805265872,106.6802658,-163.4176381,-270.0979039,-4.714097726,270.0979039
cy_l_trial2_sch2_stim1_2023-08-10-10-50,2,1,large,Y,w11,238,550,10.76022769,51.41714208,58.78823777,4.762178025,157.2066504,2.743773655,96.76961953,146.6417576,49.87213808,0.870433014,49.87213808
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,s1,104,0,10.08,41.9241434,12.85496013,0.667189685,1.888188007,0.032955098,127.6004053,-28.52710829,-156.1275136,-2.724939166,156.1275136
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,s2,167,16.7,10.08,22.28829289,20.65263664,34.8494023,89.33977056,1.559273149,150.7671825,145.9846998,-4.782482788,-0.083470071,4.782482788
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,s3,46,25,10.08,30.52803466,16.96710052,0.16533214,141.4617649,2.468973563,104.7435628,-172.4761796,-277.2197424,-4.838397256,277.2197424
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,s4,58,29.2,10.08,24.63647093,22.41542549,0.209632933,137.1961072,2.394523791,112.8336542,-165.4305123,-278.2641665,-4.856625896,278.2641665
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,s5,58,33.3,10.08,40.91891739,20.06473523,0.204546872,134.8534638,2.353636951,137.9184347,-147.2647737,-285.1832084,-4.977385959,285.1832084
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,s6,129,91.7,10.08,39.81680173,27.1654284,1.188127152,141.3012504,2.466172056,-20.92966027,-129.644175,-108.7145147,-1.897426226,108.7145147
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,s7,142,241.7,10.08,65.94459796,46.7355047,10.01033037,176.2218023,3.075650664,-149.6973193,-163.8493664,-14.15204708,-0.246999818,14.15204708
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,s8,113,341.7,10.08,21.82831189,31.36942779,1.459344348,92.14868067,1.608297879,171.3338821,94.24446849,-77.08941359,-1.345464086,77.08941359
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,s9,346,395.8,10.08,45.89084985,27.10293896,1.372399817,131.8930484,2.301967955,98.65254179,-153.3391366,-251.9916784,-4.398084475,251.9916784
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,w1,113,150,10.08,62.77870738,50.58486434,0.355474929,147.8566974,2.58058619,-144.2933086,172.1847065,316.4780151,5.523583373,316.4780151
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,w2,271,166.7,10.08,49.53159093,37.33512689,1.152063964,162.9355022,2.843760982,65.92000549,-169.1653212,-235.0853266,-4.103012973,235.0853266
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,w3,400,212.5,10.08,36.6005806,20.32691073,2.461113862,179.0409532,3.124854129,10.13758616,172.6656212,162.528035,2.836649338,162.528035
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,w4,392,225,10.08,31.78938502,40.56,4.354572997,175.3233119,3.059969048,82.60599136,172.5497509,89.94375957,1.569814746,89.94375957
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,w5,488,237.5,10.08,39.91943887,47.54410374,5.201013626,173.325531,3.025101193,78.07400762,171.8057367,93.73172905,1.635927285,93.73172905
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,w6,279,245.8,10.08,55.42343548,36.47394961,1.202687573,150.2951367,2.623144985,72.25532837,-159.8636966,-232.1190249,-4.051241242,232.1190249
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,w7,413,258.3,10.08,60.39255997,53.91031905,8.583063564,158.7652959,2.770977151,119.8810564,167.9408193,48.05976292,0.838801101,48.05976292
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,w8,479,275,10.08,47.08841153,48.38136521,1.774848013,153.5406605,2.679790061,99.11135704,-170.8648116,-269.9761687,-4.711973045,269.9761687
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,w9,492,262.5,10.08,47.16488736,50.23264675,4.430959618,166.8093893,2.911373066,62.82973423,173.7914015,110.9616672,1.936646437,110.9616672
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,w10,325,283.3,10.08,61.63729391,59.10826169,1.120768055,131.7826174,2.30004057,-150.524111,139.4556028,289.9797138,5.06110077,289.9797138
cy_l_trial2_sch2_stim2_2023-08-10-11-05,2,2,large,Y,w11,342,295.8,10.08,58.98827426,50.63329833,5.844474303,150.3865739,2.624740865,-89.09777884,-147.5575562,-58.45977738,-1.020315595,58.45977738
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,s1,125,0,10.8,42.41630936,8.236613382,0.717064762,137.5145102,2.400080973,-12.20046873,162.1213034,174.3217721,3.042488882,174.3217721
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,s2,113,41.7,10.8,47.98679923,11.75310172,0.833256435,41.98240862,0.732731258,92.48057661,-42.53188209,-135.0124587,-2.356411936,135.0124587
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,s3,75,45.8,10.8,40.96275381,16.72817085,0.224135118,125.6737002,2.193419852,174.4006607,-160.2189229,-334.6195836,-5.840213475,334.6195836
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,s4,175,100,10.8,40.70724874,22.10225328,2.812830979,132.3842451,2.310540955,-42.62503848,-104.8399392,-62.21490068,-1.085854861,62.21490068
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,s5,25,116.7,10.8,51.24380353,25.41524936,2.422648498,166.4295656,2.904743893,-154.3044639,-164.6237488,-10.31928487,-0.180105497,10.31928487
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,s6,125,145.8,10.8,59.43247681,24.51919248,0.527568155,78.22453879,1.365275758,147.2527595,-89.68345195,-236.9362115,-4.135317007,236.9362115
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,s7,275,233.3,10.8,59.17826713,25.45974862,1.10763083,114.1006777,1.991432504,120.9353782,-127.3422903,-248.2776685,-4.333262775,248.2776685
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,s8,808,391.7,10.8,58.64705022,42.66652083,37.90111279,132.5804908,2.313966088,-171.2168846,-149.8894546,21.32743009,0.372233876,21.32743009
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,s9,625,412.5,10.8,53.30078048,45.47398927,8.021305792,31.96134342,0.557830676,-63.58493743,-141.5024257,-77.91748827,-1.359916715,77.91748827
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,s10,275,420.8,10.8,40.42242571,37.89440592,36.96104781,179.2926806,3.129247602,-162.1745578,-169.614823,-7.440265259,-0.129857126,7.440265259
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,s11,488,583.3,10.8,29.48537604,29.80618895,2.056669393,131.7541886,2.299544394,94.64203781,-142.3916836,-237.0337214,-4.137018877,237.0337214
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,w1,371,170.8,10.8,45.36217036,30.14626013,1.470604635,122.8834823,2.144721362,125.4257721,-126.7380824,-252.1638545,-4.401089516,252.1638545
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,w2,317,191.7,10.8,36.95634858,31.91012692,4.875518514,169.879593,2.96495823,105.0915727,170.0419294,64.95035672,1.133597575,64.95035672
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,w3,292,204.2,10.8,58.06834766,33.41494426,1.015371805,102.3311395,1.786015311,159.1071228,-128.1439759,-287.2510987,-5.013477453,287.2510987
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,w4,267,233.3,10.8,42.41023108,38.34230301,3.793454606,169.9988016,2.967038812,101.2677101,171.5642325,70.29652239,1.226905768,70.29652239
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,w5,238,237.5,10.8,53.66127561,42.19816347,0.805684556,134.123986,2.340905162,143.7126102,-151.0677703,-294.7803805,-5.14488821,294.7803805
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,w6,658,241.7,10.8,48.03299699,31.922207,2.436199804,112.3580999,1.961018785,139.6034948,-130.6261195,-270.2296143,-4.716396506,270.2296143
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,w7,646,275,10.8,44.07151007,34.81259111,2.8029545,159.9030735,2.790835117,65.82521804,-164.5864185,-230.4116365,-4.021441692,230.4116365
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,w8,983,337.5,10.8,56.78948934,37.07834408,4.016303482,140.2676971,2.448133149,92.33202368,-152.5033922,-244.8354159,-4.273184133,244.8354159
cy_l_trial2_sch2_stim4_2023-08-10-11-37,2,4,large,Y,w9,388,625,10.8,62.69724795,39.73592078,1.528353161,123.7618667,2.160052063,116.872539,-136.6683374,-253.5408764,-4.425123082,253.5408764
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,s1,42,0,10.71037814,43.27238958,14.4986896,0.621778701,15.53084217,0.271064332,-85.80435031,-18.79229832,67.01205198,1.169580946,67.01205198
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,s2,163,58.3,10.71037814,36.73423063,15.92239304,0.915349843,146.6544732,2.559603419,-1.767827056,-179.2955792,-177.5277521,-3.098443788,177.5277521
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,s3,275,75,10.71037814,47.94173547,25.95391493,48.6556427,82.64345418,1.442400381,-103.1403331,-108.7922983,-5.651965214,-0.098645402,5.651965214
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,s4,154,87.5,10.71037814,29.82919711,18.44301765,1.549864493,163.3941909,2.851766609,-79.46474279,-178.9358045,-99.47106172,-1.736097537,99.47106172
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,s5,104,100,10.71037814,32.62499808,26.95778181,1.466867057,156.2551213,2.72716634,-61.56320386,-132.5762287,-71.0130248,-1.239411095,71.0130248
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,s6,163,116.7,10.71037814,20.01072213,26.58004703,1.061592551,163.22561,2.848824318,-19.44939994,-172.5213105,-153.0719105,-2.671608831,153.0719105
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,s7,296,362.5,10.71037814,39.7733642,40.5044837,8.135952453,90.7440592,1.58378261,-146.725112,-110.3638704,36.36124167,0.634623387,36.36124167
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,s8,192,408.3,10.71037814,59.00467863,36.79300205,5.772623379,53.59301654,0.935374595,-114.8161051,-148.0188024,-33.2026973,-0.579496388,33.2026973
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,s9,342,458.3,10.71037814,34.39543138,29.88404256,3.073209732,111.1655518,1.940204894,-19.44939994,-130.6252377,-111.1758378,-1.940384418,111.1758378
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,s10,267,662.5,10.71037814,25.98390656,38.85866827,6.991548452,122.9052429,2.145101157,-98.80019788,-136.9414864,-38.14128851,-0.665691066,38.14128851
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,s11,488,770.8,10.71037814,17.58587217,52.17963779,6.654483339,47.22976345,0.824314877,2.489552922,-70.76932762,-73.25888055,-1.278608672,73.25888055
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,w1,342,112.5,10.71037814,54.99222672,36.8298208,4.391471109,171.6032525,2.995041764,-82.25528945,-160.0576154,-77.80232596,-1.357906754,77.80232596
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,w2,608,187.5,10.71037814,20.42493819,41.98004526,2.319602476,140.033787,2.444050646,104.9441073,-157.3134733,-262.2575806,-4.57725827,262.2575806
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,w3,379,187.5,10.71037814,38.33288536,41.0894658,3.675857917,179.6639582,3.135727618,-64.97321259,-168.1237356,-103.150523,-1.800316252,103.150523
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,w4,342,187.5,10.71037814,43.87139615,46.27809957,5.853035859,111.7353752,1.950150188,-46.81419191,-105.188457,-58.37426507,-1.018823124,58.37426507
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,w5,225,220.8,10.71037814,21.20751754,49.41130741,8.310934467,95.31122648,1.663494716,-141.3005132,-114.2277453,27.07276792,0.472508938,27.07276792
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,w6,425,254.2,10.71037814,32.93984365,46.59993348,6.245257362,121.1651468,2.114730751,-42.61988286,-110.6715219,-68.05163909,-1.187725163,68.05163909
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,w7,404,258.3,10.71037814,51.58142495,38.15267356,3.764852805,156.152032,2.725367091,-42.52310074,-149.875682,-107.3525813,-1.873656004,107.3525813
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,w8,404,262.5,10.71037814,32.52332701,36.17282544,2.968976534,144.3924493,2.520123656,-6.723349963,-142.8533133,-136.1299633,-2.375916071,136.1299633
cy_l_trial2_sch2_stim5_2023-08-10-11-50,2,5,large,Y,w9,513,387.5,10.71037814,50.00485776,34.73259708,4.668084581,158.1852783,2.760853934,-55.84734684,-165.6354176,-109.7880707,-1.916163313,109.7880707
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,s1,75,0,10.73016775,32.28722348,16.9904944,0.811075645,132.1423496,2.306319082,0,-92.46979673,-92.46979673,-1.613902412,92.46979673
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,s2,75,12.5,10.73016775,24.89212727,24.72214594,0.553865579,128.9797607,2.251121492,12.76111516,-122.6508023,-135.4119175,-2.363383806,135.4119175
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,s3,179,12.5,10.73016775,15.03871338,32.45851506,1.191081585,138.7517291,2.421674515,10.0079798,-140.4155251,-150.4235049,-2.625385433,150.4235049
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,s4,175,45.8,10.73016775,27.67209425,15.13909178,0.900614554,131.9520207,2.302997216,-30.30879793,164.002963,194.311761,3.391380004,194.311761
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,s5,154,50,10.73016775,19.51517615,25.00064799,1.531008584,151.6052438,2.646010668,36.8321534,137.5283012,100.6961478,1.757479323,100.6961478
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,s6,142,62.5,10.73016775,11.30705974,32.83462349,0.937495947,158.4020367,2.764637083,14.70607787,165.8178423,151.1117644,2.637397828,151.1117644
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,s7,63,91.7,10.73016775,35.88491048,24.90332709,0.759716685,49.88520257,0.870661033,47.53676174,-34.73074834,-82.26751008,-1.435838918,82.26751008
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,s8,225,162.5,10.73016775,38.51410131,26.24348491,1.627081371,175.4989135,3.063033874,39.83153202,178.1159498,138.2844177,2.413518394,138.2844177
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,w1,213,120.8,10.73016775,40.54408095,37.91781903,2.021922974,149.5385803,2.609940586,-27.48252082,-132.5804908,-105.09797,-1.834305613,105.09797
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,w2,171,133.3,10.73016775,46.1719666,39.63446228,1.503431609,122.7401259,2.142219321,-1.350155611,-114.9790911,-113.6289355,-1.98319905,113.6289355
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,w3,196,150,10.73016775,35.28594054,39.67887725,1.193628216,146.6459742,2.559455085,10.03487923,-154.030724,-164.0656032,-2.863484966,164.0656032
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,w4,242,154.2,10.73016775,21.07617138,38.11541027,1.733575372,111.4396414,1.94498866,25.24597356,-114.1576373,-139.4036109,-2.433051999,139.4036109
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,w5,208,162.5,10.73016775,45.29886202,28.66136773,0.986202393,154.3854209,2.694533912,57.7342908,-153.51376,-211.2480508,-3.686974025,211.2480508
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,w6,246,233.3,10.73016775,30.17841613,33.6002753,1.856419956,145.6420685,2.541933625,-4.22896344,-136.6523047,-132.4233412,-2.311223311,132.4233412
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,w7,213,287.5,10.73016775,40.73629954,27.30241381,2.012811631,176.9829287,3.088934826,60.9453959,166.5191102,105.5737143,1.842608918,105.5737143
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,w8,425,366.7,10.73016775,52.78671897,37.76144595,3.34855671,102.6913485,1.792302144,21.80140949,-105.1189436,-126.9203531,-2.215178049,126.9203531
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,w9,408,370.8,10.73016775,23.8698408,40.47788779,2.941554694,141.2951408,2.466065424,-7.800187884,-146.6156701,-138.8154822,-2.422787218,138.8154822
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,w10,346,379.2,10.73016775,39.95458046,34.09757763,2.330702555,128.8647279,2.249113792,10.84412339,-137.5374591,-148.3815825,-2.589747163,148.3815825
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,w11,313,391.7,10.73016775,16.18082816,42.37915171,1.535251691,166.5216637,2.906351308,49.205357,-154.3443293,-203.5496863,-3.552612217,203.5496863
cy_l_trial2_sch2_stim6_2023-08-10-11-50,2,6,large,Y,w12,417,404.2,10.73016775,45.95616172,43.57096396,2.878541142,158.5577748,2.767355225,-24.79911871,-169.5483671,-144.7492483,-2.526350973,144.7492483
cy_s_gp_trial2_sch2_stim1_2023-08-12-09-19,2,1,small,Y,s1,46,29.2,10.73000466,26.65662019,22.60740144,0.490230829,19.35508933,0.337810036,128.6598083,35.16643604,-93.49337222,-1.631767174,93.49337222
cy_s_gp_trial2_sch2_stim1_2023-08-12-09-19,2,1,small,Y,s2,46,37.5,10.73000466,21.1866609,23.79565086,0.184308413,50.53387608,0.881982521,176.7295121,-71.94786806,-248.6773801,-4.340239059,248.6773801
cy_s_gp_trial2_sch2_stim1_2023-08-12-09-19,2,1,small,Y,s3,46,50,10.73000466,5.491019942,22.87790419,0.40058782,27.17745305,0.474336038,-158.3177084,-43.90251395,114.4151944,1.996921857,114.4151944
cy_s_gp_trial2_sch2_stim1_2023-08-12-09-19,2,1,small,Y,s4,46,66.7,10.73000466,11.0330866,25.89265919,0.197262489,63.52632957,1.108743613,163.0724869,-69.27444113,-232.3469281,-4.055218902,232.3469281
cy_s_gp_trial2_sch2_stim1_2023-08-12-09-19,2,1,small,Y,s5,50,75,10.73000466,16.59662918,30.82678867,0.443955973,17.1619188,0.299531989,135.822371,23.19859051,-112.6237805,-1.965655785,112.6237805
cy_s_gp_trial2_sch2_stim1_2023-08-12-09-19,2,1,small,Y,s6,50,91.7,10.73000466,14.02498485,33.13138995,0.367469919,19.01367439,0.331851221,157.131505,21.06594565,-136.0655593,-2.374792009,136.0655593
cy_s_gp_trial2_sch2_stim1_2023-08-12-09-19,2,1,small,Y,s7,208,466.7,10.73000466,44.46764667,54.63160258,20.30819001,34.25733394,0.59790327,41.67259576,31.41400879,-10.25858697,-0.179046119,10.25858697
cy_s_gp_trial2_sch2_stim1_2023-08-12-09-19,2,1,small,Y,w1,29,91.7,10.73000466,26.48233373,28.01692346,0.648355981,87.07502205,1.519745831,168.1785117,123.1929366,-44.98557508,-0.785146401,44.98557508
